title,container-title,year,issued,author,editor,publisher,volume,issue,page,type,container-ISSN,container-eISSN,container-ISBN,container-OCLC-number,DOI,wikidata-id,wikidata-url,URL,language
Wood Anatomy of Hawaiian and New Guinean Species of Tetramolopium (Asteraceae): Ecological and Systematic Aspects,Pacific Science,2003,2003,"Carlquist, S.; Lowrey, Timothy K.",,,57,,171-179,article-journal,0030-8870,1534-6188,,,10.1353/psc.2003.0012,Q100375732,https://www.wikidata.org/wiki/Q100375732,,en
Wood anatomy of Polygonaceae: analysis of a family with exceptional wood diversity,Botanical Journal of the Linnean Society,2003,2003-01,"Carlquist, S.",,,141,,25-51,article-journal,0024-4074,1095-8339,,,10.1046/j.1095-8339.2003.00100.x,Q139077465,https://www.wikidata.org/wiki/Q139077465,,en
"Wood and Stem Anatomy of Woody Amaranthaceae S.S.: Ecology, Systematics, and the Problem of Defining Rays in Dicotyledons",Botanical Journal of the Linnean Society,2003,2003,"Carlquist, S.",,,143,,1-19,article-journal,0024-4074,1095-8339,,,10.1046/j.1095-8339.2003.00197.x,Q139077466,https://www.wikidata.org/wiki/Q139077466,,en
Tarweeds and Silverswords: Evolution of the Madiinae (Asteraceae),,2003,2003,"Carlquist, S.; Baldwin, Bruce G.; Carr, Gerald D.",,Missouri Botanical Garden Press,,,294,book,,,9781930723207,,,Q138774549,https://www.wikidata.org/wiki/Q138774549,,en
"Lateral Meristems, Successive Cambia and Their Products: A Reinterpretation Based on Roots and Stems of Nyctaginaceae",Botanical Journal of the Linnean Society,2004,2004,"Carlquist, S.",,,146,,129-143,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2004.00324.x,Q139077470,https://www.wikidata.org/wiki/Q139077470,,en
Perforation Plate Pit Membrane Remnants and Other Vessel Details of Clethraceae: Primitive Features of Wood in Ericales,International Journal of Plant Sciences,2004,2004-05,"Carlquist, S.; Schneider, Edward L.",,,165,3,369-375,article-journal,1058-5893,1537-5315,,,10.1086/382809,Q139119351,https://www.wikidata.org/wiki/Q139119351,https://www.jstor.org/stable/10.1086/382809,en
Perforation Plate Pit Membrane Remnants in Vessels of Sarraceniaceae: Possible Indicators of Relationship and Ecology,Journal of the Torrey Botanical Society,2004,2004-01,"Schneider, Edward L.; Carlquist, S.",,,131,1,1-7,article-journal,1095-5674,1940-0616,,,10.2307/4126922,Q139119352,https://www.wikidata.org/wiki/Q139119352,https://www.jstor.org/stable/10.2307/4126922,en
Pit Membrane Remnants in Perforation Plates and Other Vessel Details of Cornales,Brittonia,2004,2004-07,"Schneider, Edward L.; Carlquist, S.",,,56,3,275-283,article-journal,0007-196X,1938-436X,,,10.1663/0007-196x(2004)056[0275:pmripp]2.0.co;2,Q139119353,https://www.wikidata.org/wiki/Q139119353,https://www.jstor.org/stable/10.2307/3218344,en
"Pit Membrane Remnants in Perforation Plates of Hydrangeales; Comments on Pit Membrane Remnant Occurrence, Physiological Significance, and Phylogenetic Distribution in Dicotyledons",Botanical Journal of the Linnean Society,2004,2004-09,"Carlquist, S.; Schneider, Edward L.",,,146,,41-51,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2004.00305.x,Q139119354,https://www.wikidata.org/wiki/Q139119354,,en
Vestigial Pit Membrane Remnants in Perforation Plates and Helical Thickenings in Vessels of Ericaceae,Nordic Journal of Botany,2004,2004-08-13,"Carlquist, S.; Schneider, Edward L.",,,23,3,353-363,article-journal,,1756-1051,,,10.1111/j.1756-1051.2003.tb00405.x,Q139119355,https://www.wikidata.org/wiki/Q139119355,,en
Origin and Nature of Vessels in Monocotyledons. 6 Hanguana (Hanguanaceae),Pacific Science,2005,2005,"Schneider, Edward L.; Carlquist, S.",,,59,,393-398,article-journal,0030-8870,1534-6188,,,10.1353/psc.2005.0040,Q100375789,https://www.wikidata.org/wiki/Q100375789,,en
Origin and Nature of Vessels in Monocotyledons. 7. Philydraceae and Haemodoraceae,Journal of the Torrey Botanical Society,2005,2005-07,"Schneider, Edward L.; Carlquist, S.",,,132,3,377-383,article-journal,1095-5674,1940-0616,,,10.3159/1095-5674(2005)132[377:oanovi]2.0.co;2,Q139119357,https://www.wikidata.org/wiki/Q139119357,https://www.jstor.org/stable/10.2307/20063778,en
"Wood Anatomy of Gentianaceae, Tribe Helieae, in Relation to Ecology, Habit, Systematics, and Sample Diameter",Brittonia,2005,2005-07,"Carlquist, S.; Grant, Jason R.",,,57,3,278-291,article-journal,0007-196X,1938-436X,,,10.1663/0007-196x(2005)057[0276:waogth]2.0.co;2,Q139119358,https://www.wikidata.org/wiki/Q139119358,https://www.jstor.org/stable/10.2307/4098985,en
"Wood Anatomy of Krameriaceae with Comparisons with Zygophyllaceae: Phylesis, Ecology and Systematics",Botanical Journal of the Linnean Society,2005,2005-11,"Carlquist, S.",,,149,,257-270,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2005.00451.x,Q139077471,https://www.wikidata.org/wiki/Q139077471,,en
Wood and Bark Anatomy of Muntingiaceae: A Phylogenetic Comparison within Malvales s.l.,Brittonia,2005,2005-01,"Carlquist, S.",,,57,1,59-67,article-journal,0007-196X,1938-436X,,,10.1663/0007-196x(2005)057[0059:wabaom]2.0.co;2,Q139077510,https://www.wikidata.org/wiki/Q139077510,https://www.jstor.org/stable/10.2307/4099039,en
Asteropeia and Physena (Caryophyllales): A Case Study in Comparative Wood Anatomy,Brittonia,2006,2006-10,"Carlquist, S.",,,58,4,301-313,article-journal,0007-196X,1938-436X,,,10.1663/0007-196x(2006)58[301:aapcac]2.0.co;2,Q139077512,https://www.wikidata.org/wiki/Q139077512,https://www.jstor.org/stable/10.2307/4497327,en
Origins and Nature of Vessels in Monocotyledons. 8. Orchidaceae,American Journal of Botany,2006,2006,"Carlquist, S.; Schneider, Edward L.",,,93,,963-971,article-journal,0002-9122,1537-2197,,,10.3732/ajb.93.7.963,Q33923083,https://www.wikidata.org/wiki/Q33923083,,en
"Bordered Pits in Ray Cells and Axial Parenchyma: The Histology of Conduction, Storage, and Strength in Living Wood Cells",Botanical Journal of the Linnean Society,2007,2007-02,"Carlquist, S.",,,153,2,157-168,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2006.00608.x,Q112798707,https://www.wikidata.org/wiki/Q112798707,,en
"Logistic Regression in Comparative Wood Anatomy: Tracheid Types, Wood Anatomical Terminology, and New Inferences from the Carlquist and Hoekman Southern Californian Data Set",Botanical Journal of the Linnean Society,2007,2007,"Rosell, Julieta A.; Olson, Mark E.; Aguirre-Hernández, Rebeca; Carlquist, S.",,,154,,331-351,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2007.00667.x,Q60697050,https://www.wikidata.org/wiki/Q60697050,,en
Origin and Nature of Vessels in Monocotyledons. 9 Sansevieria,South African Journal of Botany,2007,2007-04,"Carlquist, S.; Schneider, Edward L.",,,73,,196-203,article-journal,0254-6299,1727-9321,,,10.1016/j.sajb.2006.11.002,Q139119359,https://www.wikidata.org/wiki/Q139119359,,en
Scanning Electron Microscope Studies of Cycad Tracheids,South African Journal of Botany,2007,2007,"Schneider, Edward L.; Carlquist, S.; Chemnick, J.G.",,,73,,512-517,article-journal,0254-6299,1727-9321,,,10.1016/j.sajb.2007.04.060,Q129167808,https://www.wikidata.org/wiki/Q129167808,,en
Successive Cambia in Aizoaceae: Products and Process,Botanical Journal of the Linnean Society,2007,2007-02,"Carlquist, S.",,,153,,141-155,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2007.00593.x,Q139077472,https://www.wikidata.org/wiki/Q139077472,,en
"Successive Cambia Revisited: Ontogeny, Histology, Diversity, and Functional Significance",Journal of the Torrey Botanical Society,2007,2007-04,"Carlquist, S.",,,134,2,301-332,article-journal,1095-5674,1940-0616,,,10.3159/1095-5674(2007)134[301:scrohd]2.0.co;2,Q139077695,https://www.wikidata.org/wiki/Q139077695,https://www.jstor.org/stable/10.2307/20063919,en
"Tracheary Elements in Ferns: New Techniques, Observations, and Concepts",American Fern Journal,2007,2007-10,"Carlquist, S.; Schneider, Edward L.",,,97,4,25-37,article-journal,0002-8444,1938-422X,,,10.1640/0002-8444(2007)97[199:teifnt]2.0.co;2,Q56167064,https://www.wikidata.org/wiki/Q56167064,https://www.jstor.org/stable/10.2307/27564214,en
Wood Anatomy of Crossosomatales: Patterns of Wood Evolution with Relation to Phylogeny and Ecology,Aliso,2007,2007,"Carlquist, S.",,,24,1,1-18,article-journal,0065-6275,2327-2929,,,10.5642/aliso.20072401.02,Q139077384,https://www.wikidata.org/wiki/Q139077384,https://scholarship.claremont.edu/aliso/vol24/iss1/2,en
Origins and Nature of Vessels in Monocotyledons. 10. Boryaceae: Xeromorphic Xylem Structure an a Resurrection Plant,Journal of the Royal Society of Western Australia,2008,2008,"Carlquist, S.; Schneider, Edward L.; Kenneally, Kevin F.",,,91,,13-20,article-journal,0035-922X,,,,,Q139119360,https://www.wikidata.org/wiki/Q139119360,,en
Darwin on Island Plants,Botanical Journal of the Linnean Society,2009,2009-09,"Carlquist, S.",,,161,1,20-25,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2009.00990.x,Q139077473,https://www.wikidata.org/wiki/Q139077473,,en
Distinctive Tracheid Microstructure in Stems of Victoria and Euryale (Nymphaeaceae),Botanical Journal of the Linnean Society,2009,2009-01,"Carlquist, S.; Schneider, Edward L.",,,159,1,52-57,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2008.00941.x,Q139119361,https://www.wikidata.org/wiki/Q139119361,,en
"Do Tracheid Microstructure and the Presence of Minute Crystals Link Nymphaeaceae, Cabombaceae and Hydatellaceae?",Botanical Journal of the Linnean Society,2009,2009-04,"Carlquist, S.; Schneider, Edward L.",,,159,4,572-582,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2009.00960.x,Q139119362,https://www.wikidata.org/wiki/Q139119362,,en
Microstructure of Tracheids of Nymphaea,International Journal of Plant Sciences,2009,2009-05,"Schneider, Edward L.; Carlquist, S.; Hellquist, C. Barre",,,170,4,457-466,article-journal,1058-5893,1537-5315,,,10.1086/597783,Q139119363,https://www.wikidata.org/wiki/Q139119363,https://www.jstor.org/stable/10.1086/597783,en
"Non-Random Vessel Distribution in Woods: Patterns, Modes, Diversity, Correlations",Aliso,2009,2009,"Carlquist, S.",,,27,1,39-58,article-journal,0065-6275,2327-2929,,,10.5642/aliso.20092701.04,Q139077386,https://www.wikidata.org/wiki/Q139077386,https://scholarship.claremont.edu/aliso/vol27/iss1/4,en
Xylem Heterochrony: An Unappreciated Key to Angiosperm Origin and Diversifications,Botanical Journal of the Linnean Society,2009,2009,"Carlquist, S.",,,161,,26-65,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2009.00991.x,Q125932344,https://www.wikidata.org/wiki/Q125932344,,en
Xylem of Early Angiosperms: Novel Microstructure in Stem Tracheids of Barclaya (Nymphaeaceae),Aquatic Botany,2009,2009-08,"Schneider, Edward L.; Carlquist, S.",,,91,2,61-66,article-journal,0304-3770,1879-1522,,,10.1016/j.aquabot.2009.02.004,Q139119365,https://www.wikidata.org/wiki/Q139119365,,en
Xylem of Early Angiosperms: Nuphar (Nymphaeaceae) has Novel Tracheid Microstructure,American Journal of Botany,2009,2009-01,"Carlquist, S.; Schneider, Edward L.; Hellquist, C. Barre",,,96,1,207-215,article-journal,0002-9122,1537-2197,,,10.3732/ajb.0800348,Q42489237,https://www.wikidata.org/wiki/Q42489237,,en
Caryophyllales: A Key Group for Understanding Wood Anatomy Character States and Their Evolution,Botanical Journal of the Linnean Society,2010,2010,"Carlquist, S.",,,164,,342-393,article-journal,0024-4074,1095-8339,,,10.1111/j.1095-8339.2010.01095.x,Q139077474,https://www.wikidata.org/wiki/Q139077474,,en
"Origins and Nature of Vessels in Monocotyledons. 11. Primary Xylem Microstructure, with Examples from Zingiberales",International Journal of Plant Sciences,2010,2010-03,"Carlquist, S.; Schneider, Edward L.",,,171,3,258-266,article-journal,1058-5893,1537-5315,,,10.1086/650160,Q139119366,https://www.wikidata.org/wiki/Q139119366,https://www.jstor.org/stable/10.1086/650160,en
Origins and Nature of Vessels in Monocotyledons. 12. Pit Membrane Microstructure Diversity in Tracheary Elements of Astelia,Pacific Science,2010,2010-10,"Carlquist, S.; Schneider, Edward L.",,,64,,607-618,article-journal,0030-8870,1534-6188,,,10.2984/64.4.607,Q100375496,https://www.wikidata.org/wiki/Q100375496,,en
Equisetum Xylem: SEM Studies and their Implications,American Fern Journal,2011,2011-07,"Carlquist, S.; Schneider, Edward L.",,,101,3,133-141,article-journal,0002-8444,1938-422X,,,10.1640/0002-8444-101.3.133,Q139119367,https://www.wikidata.org/wiki/Q139119367,https://www.jstor.org/stable/10.2307/41417619,en
Origins and Nature of Vessels in Monocotyledons. 13. Scanning Electron Microscopy Studies of Xylem in Large Grasses,International Journal of Plant Sciences,2011,2011-03,"Carlquist, S.; Schneider, Edward L.",,,172,3,345-351,article-journal,1058-5893,1537-5315,,,10.1086/658155,Q139119368,https://www.wikidata.org/wiki/Q139119368,https://www.jstor.org/stable/10.1086/658155,en
How Wood Evolves: A New Synthesis,Botany,2012,2012-10,"Carlquist, S.",,,90,10,901-940,article-journal,1916-2790,1916-2804,,,10.1139/b2012-048,Q139076319,https://www.wikidata.org/wiki/Q139076319,,en
"Monocot Xylem Revisited: New Information, New Paradigms",The Botanical Review,2012,2012-06,"Carlquist, S.",,,78,2,87-153,article-journal,0006-8101,1874-9372,,,10.1007/s12229-012-9096-1,Q139106807,https://www.wikidata.org/wiki/Q139106807,https://www.jstor.org/stable/10.2307/23256151,en
SEM Studies on Tracheids of Lycopodiaceae; Observations on Adaptations in Phylloglossum,American Fern Journal,2012,2012-10,"Carlquist, S.; Schneider, Edward L.; Kenneally, Kevin F.",,,102,4,273-282,article-journal,0002-8444,1938-422X,,,10.1640/0002-8444-102.4.273,Q56167228,https://www.wikidata.org/wiki/Q56167228,https://www.jstor.org/stable/10.2307/41809949,en
"Wood Anatomy of Gnetales in a Functional, Ecological, and Evolutionary Context",Aliso,2012,2012,"Carlquist, S.",,,30,1,33-47,article-journal,0065-6275,2327-2929,,,10.5642/aliso.20123001.05,Q139077388,https://www.wikidata.org/wiki/Q139077388,https://scholarship.claremont.edu/aliso/vol30/iss1/5,en
Interxylary Phloem: Diversity and Functions,Brittonia,2013,2013-12,"Carlquist, S.",,,65,4,488-495,article-journal,0007-196X,1938-436X,,,10.1007/s12228-012-9298-1,Q139077513,https://www.wikidata.org/wiki/Q139077513,https://www.jstor.org/stable/10.2307/24692664,en
"More Woodiness/Less Woodiness: Evolutionary Avenues, Ontogenetic Mechanisms",International Journal of Plant Sciences,2013,2013-09,"Carlquist, S.",,,174,7,964-991,article-journal,1058-5893,1537-5315,,,10.1086/670400,Q139107742,https://www.wikidata.org/wiki/Q139107742,https://www.jstor.org/stable/10.1086/670400,en
Fibre Dimorphism: Cell Type Diversification as an Evolutionary Strategy in Angiosperm Woods,Botanical Journal of the Linnean Society,2014,2014-01,"Carlquist, S.",,,174,1,44-67,article-journal,0024-4074,1095-8339,,,10.1111/boj.12107,Q112801716,https://www.wikidata.org/wiki/Q112801716,,en
Origins and Nature of Vessels in Monocotyledons. 14. Vessellessness in Orontioideae (Araceae): Adaptation or Relictualism?,Nordic Journal of Botany,2014,2014-08,"Carlquist, S.; Schneider, Edward L.",,,,,,article-journal,,1756-1051,,,10.1111/j.1756-1051.2013.00408.x,Q139119369,https://www.wikidata.org/wiki/Q139119369,,en
"Living Cells in Wood. 1. Absence, Scarcity and Histology of Axial Parenchyma as Keys to Function",Botanical Journal of the Linnean Society,2015,2015-03,"Carlquist, S.",,,177,,291-321,article-journal,0024-4074,1095-8339,,,10.1111/boj.12247,Q112801713,https://www.wikidata.org/wiki/Q112801713,,en
Living Cells in Wood. 2. Raylessness: Histology and Evolutionary Significance,Botanical Journal of the Linnean Society,2015,2015-08,"Carlquist, S.",,,178,,529-555,article-journal,0024-4074,1095-8339,,,10.1111/boj.12291,Q112801712,https://www.wikidata.org/wiki/Q112801712,,en
SEM Studies of Two Riparian New-Caledonian Conifers Reveal Air Channels in Stem Wood; Field Observations,Aliso,2016,2016-11,"Carlquist, S.; Nazaire, M.",,,34,1,1-7,article-journal,0065-6275,2327-2929,,,10.5642/aliso.20163401.02,Q139119370,https://www.wikidata.org/wiki/Q139119370,https://scholarship.claremont.edu/aliso/vol34/iss1/2,en
"Wood Anatomy of Brassicales: New Information, New Evolutionary Concepts",The Botanical Review,2016,2016-03,"Carlquist, S.",,,82,1,24-90,article-journal,0006-8101,1874-9372,,,10.1007/s12229-016-9161-2,Q139106809,https://www.wikidata.org/wiki/Q139106809,https://www.jstor.org/stable/10.2307/45212002,en
"Conifer Tracheids Resolve Conflicting Structural Requirements: Data, Hypotheses, Questions",Journal of the Botanical Research Institute of Texas,2017,2017-07-24,"Carlquist, S.",,,11,1,123-141,article-journal,1934-5259,2644-1608,,,10.17348/jbrit.v11.i1.1144,Q99432576,https://www.wikidata.org/wiki/Q99432576,https://www.jstor.org/stable/10.2307/26549453,en
Distinctive Wood Anatomy of the Root-Parasitic Family Lennoaceae (Boraginales),IAWA Journal,2017,2017-02-13,"Carlquist, S.; Guilliams, C. Matt",,,38,1,3-12,article-journal,0928-1541,2294-1932,,,10.1163/22941932-20170153,Q139119372,https://www.wikidata.org/wiki/Q139119372,,en
What the Penaeaceae Alliance (Myrtales) Tells us About the Nature of Vestured Pits in Xylem,Brittonia,2017,2017-09,"Carlquist, S.",,,69,3,276-294,article-journal,0007-196X,1938-436X,,,10.1007/s12228-017-9477-1,Q139077514,https://www.wikidata.org/wiki/Q139077514,https://www.jstor.org/stable/10.2307/45173891,en
"""Primitive"" Wood Characters are Adaptive: Examples from Paracryphiaceae",Aliso,2018,2018,"Carlquist, S.",,,36,1,1-20,article-journal,0065-6275,2327-2929,,,10.5642/aliso.20183601.02,Q139077389,https://www.wikidata.org/wiki/Q139077389,https://scholarship.claremont.edu/aliso/vol36/iss1/2/,en
Living Cells in Wood 3. Overview; Functional Anatomy of the Parenchyma Network,The Botanical Review,2018,2018-09,"Carlquist, S.",,,84,3,242-294,article-journal,0006-8101,1874-9372,,,10.1007/s12229-018-9198-5,Q112831678,https://www.wikidata.org/wiki/Q112831678,https://www.jstor.org/stable/10.2307/45212053,en
"Vestured Pits in Wood of Onagraceae: Correlations with Ecology, Habit, and Phylogeny",Annals of the Missouri Botanical Garden,2018,2018-11,"Carlquist, S.; Raven, Peter H.",,,103,3,443-461,article-journal,0026-6493,2162-4372,,,10.3417/d1700001,Q129077514,https://www.wikidata.org/wiki/Q129077514,https://www.jstor.org/stable/10.2307/26573084,en
Wood Anatomy of Atherospermataceae and Allies: Strategies of Wood Evolution in Basal Angiosperms,Allertonia,2018,2018-12,"Carlquist, S.",,,17,,1-52,article-journal,0735-8032,2328-1995,,,,Q139106810,https://www.wikidata.org/wiki/Q139106810,https://www.jstor.org/stable/10.2307/45013009,en
"Forchhammeria and Stixis (Brassicales): Stem and Wood Anatomical Diversity, Ecological and Phylogenetic Significance",Aliso,2013,2013,"Carlquist, S.; Hansen, Bruce F.; Iltis, Hugh H.; Olson, Mark E.; Geiger, Daniel L.",,,31,2,59-75,article-journal,0065-6275,2327-2929,,,10.5642/aliso.20133102.02,Q96016494,https://www.wikidata.org/wiki/Q96016494,https://scholarship.claremont.edu/aliso/vol31/iss2/2,en
Dispersal and adaptive radiation of Bidens (Compositae) across the remote archipelagoes of Polynesia,Journal of Systematics and Evolution,2020,2020-11-09,"Knope, M.L.; Funk, V.A.; Johnson, M.A.; Wagner, W.L.; Datlof, E.M.; Johnson, G.; Crawford, D.J.; Bonifacino, J.M.; Morden, C.W.; Lorence, D.H.; Wood, K.R.; Meyer, J.-Y.; Carlquist, S.",,,58,6,805-822,article-journal,1674-4918,1759-6831,,,10.1111/jse.12704,Q111629797,https://www.wikidata.org/wiki/Q111629797,,en
Distinctive wood anatomy of early-diverging Asteraceae: Barnadesioideae,Botanical Journal of the Linnean Society,2021,2021-11-19,"Carlquist, S.; Stuessy, Tod F.; Urtubey, Estrella",,,198,3,259–284,article-journal,0024-4074,1095-8339,,,10.1093/botlinnean/boab056,Q112806523,https://www.wikidata.org/wiki/Q112806523,,en
Tribal Interrelationships and Phylogeny of the Asteraceae,Aliso,1976,1976,"Carlquist, S.",,,8,4,465-492,article-journal,0065-6275,2327-2929,,,10.5642/aliso.19760804.10,Q125561985,https://www.wikidata.org/wiki/Q125561985,https://scholarship.claremont.edu/aliso/vol8/iss4/10,en
Wood Anatomy of Argophyllaceae (Asterales): Adaptation in a Small Clade,Aliso,2021,2021,"Carlquist, S.; Olson, Mark E.",,,38,1,62-75,article-journal,0065-6275,2327-2929,,,10.5642/aliso.20213801.04,Q139119373,https://www.wikidata.org/wiki/Q139119373,https://scholarship.claremont.edu/aliso/vol38/iss1/4,en
